phase,protocol_id,split_version,seed,fold,user_id,session_id,context_event_count,positive_count,negative_count,diagnostic_pair_count,mean_reliability,label_free_policy_weight,mean_history_count,mean_session_position,context_eeg_std,context_base_std
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2029,1,20,4,11,1,10,10,1.0,3.3166247903554,65.0,6.0,0.7474195592254084,0.17911431751011359
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2029,1,2,3,10,1,9,9,1.0,3.1622776601683795,75.5,9.5,0.9596209936607858,0.5356532724080472
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2029,1,10,3,10,8,2,16,1.0,3.1622776601683795,65.5,5.5,0.7251696700918293,0.2543427329562645
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2029,1,11,5,10,9,1,9,1.0,3.1622776601683795,73.5,5.5,1.611377639237034,0.29024516980216086
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2029,1,22,4,10,1,9,9,1.0,3.1622776601683795,56.5,12.5,0.8328797216211414,0.41231013992016424
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2029,1,25,2,10,0,10,0,1.0,3.1622776601683795,53.5,13.5,0.4955325099258154,0.30005134639382436
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2029,1,27,3,10,5,5,25,1.0,3.1622776601683795,56.5,20.5,1.4013742279262233,0.34304771610130247
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2029,1,28,4,10,1,9,9,1.0,3.1622776601683795,80.5,5.5,0.6741322787124222,0.5915619900661507
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2029,1,5,5,9,4,5,20,1.0,3.0,72.0,5.0,0.703517738901133,0.15873030342296546
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2029,1,12,3,9,2,7,14,1.0,3.0,65.0,21.0,1.850514720597271,0.594333370972621
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2029,1,3,4,8,8,0,0,1.0,2.8284271247461903,62.5,4.5,0.7920276901573976,0.15454680616866215
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2029,1,8,3,8,6,2,12,1.0,2.8284271247461903,68.5,26.5,1.1456948651623975,0.37559568257091364
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2029,1,24,2,8,2,6,12,1.0,2.8284271247461903,49.5,10.5,0.6137069078236759,0.27307782401628017
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2029,1,9,4,6,2,4,8,1.0,2.449489742783178,61.5,3.5,0.5372974304388201,0.23722022994101036
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2029,1,14,4,6,1,5,5,1.0,2.449489742783178,61.5,11.5,1.0107359381769687,0.24083961818809246
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2029,1,23,3,6,0,6,0,1.0,2.449489742783178,50.5,3.5,0.3553060589284043,0.21106582560762518
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2029,1,29,4,6,2,4,8,1.0,2.449489742783178,51.5,3.5,0.8319300836694674,0.25963242668161013
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2029,1,8,4,5,1,4,4,1.0,2.23606797749979,75.0,3.0,1.5386832773447714,0.5106685458764089
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2029,1,9,3,5,1,4,4,1.0,2.23606797749979,56.0,15.0,1.0807357523775345,0.1285970809238212
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2029,1,14,5,5,4,1,4,1.0,2.23606797749979,67.0,3.0,0.6527775352556477,0.25715479499253907
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2029,1,16,2,5,1,4,4,1.0,2.23606797749979,55.0,16.0,0.40696556323330313,0.3204466529177645
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2029,1,16,3,5,4,1,4,1.0,2.23606797749979,60.0,3.0,0.30789496911884656,0.23428198796980246
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2029,1,2,4,4,2,2,4,1.0,2.0,82.5,2.5,1.4006350962551823,0.6439757453846972
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2029,1,6,2,4,0,4,0,1.0,2.0,22.5,2.5,0.7692257531267042,0.2139520131112092
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2029,1,28,3,4,1,3,3,1.0,2.0,73.5,23.5,0.3128950620045208,0.08845412432047532
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2029,1,3,3,3,1,2,2,1.0,1.7320508075688772,57.0,17.0,0.2055153391451001,0.3052014739621279
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2029,1,5,4,3,3,0,0,1.0,1.7320508075688772,66.0,22.0,0.2049243964408394,0.02401927995831285
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2029,1,11,4,3,3,0,0,1.0,1.7320508075688772,67.0,19.0,0.9806445932687589,0.3087083645174342
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2029,1,12,4,3,2,1,2,1.0,1.7320508075688772,71.0,2.0,0.3701972145653664,0.21639096221667284
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2029,1,23,2,3,1,2,2,1.0,1.7320508075688772,46.0,27.0,0.4173398202505215,0.3183693618758487
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2029,1,29,3,3,3,0,0,1.0,1.7320508075688772,47.0,13.0,0.3060751152224554,0.06876234215471744
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2029,1,10,2,1,1,0,0,1.0,1.0,60.0,33.0,0.0,0.0
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2029,1,20,5,1,1,0,0,1.0,1.0,71.0,1.0,0.0,0.0
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2029,1,24,3,1,0,1,0,1.0,1.0,54.0,1.0,0.0,0.0
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,0,2,15,6,9,54,1.0,3.872983346207417,80.0,38.0,2.314141165697123,0.3302108748921972
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,15,4,15,7,8,56,1.0,3.872983346207417,83.0,17.0,1.5329470897609974,0.411500871842443
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,4,4,14,10,4,40,1.0,3.7416573867739413,80.5,7.5,1.3259597704868558,0.5297006997400051
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,17,4,14,4,10,40,1.0,3.7416573867739413,74.5,8.5,1.0147676758609863,0.37817430649613726
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,7,4,13,5,8,40,1.0,3.605551275463989,71.0,27.0,0.4513220616142426,0.21088786144756838
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,13,3,13,3,10,30,1.0,3.605551275463989,75.0,22.0,3.7325532673572654,0.43463261543938553
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,18,5,13,5,8,40,1.0,3.605551275463989,73.0,9.0,0.6380818963804666,0.2435736234931037
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,21,3,13,4,9,36,1.0,3.605551275463989,76.0,15.0,0.6127973831503127,0.32409318198978193
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,26,3,12,1,11,11,1.0,3.4641016151377544,68.5,10.5,1.4398474601800595,0.4433237385600309
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,1,4,11,4,7,28,1.0,3.3166247903554,59.0,8.0,1.2522384083058573,0.4057152827925604
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,19,4,11,3,8,24,1.0,3.3166247903554,59.0,8.0,1.5406817561535793,0.3207339295310335
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,20,4,11,1,10,10,1.0,3.3166247903554,65.0,6.0,0.5981090457906049,0.17911431751011359
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,2,3,10,1,9,9,1.0,3.1622776601683795,75.5,9.5,1.121499314486099,0.5356532724080472
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,10,3,10,8,2,16,1.0,3.1622776601683795,65.5,5.5,0.7699605885966008,0.2543427329562645
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,11,5,10,9,1,9,1.0,3.1622776601683795,73.5,5.5,1.5951131917644483,0.29024516980216086
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,22,4,10,1,9,9,1.0,3.1622776601683795,56.5,12.5,0.6539424585083866,0.41231013992016424
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,25,2,10,0,10,0,1.0,3.1622776601683795,53.5,13.5,0.36468508195539434,0.30005134639382436
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,27,3,10,5,5,25,1.0,3.1622776601683795,56.5,20.5,0.6227921497980577,0.34304771610130247
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,28,4,10,1,9,9,1.0,3.1622776601683795,80.5,5.5,0.6212957029308477,0.5915619900661507
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,5,5,9,4,5,20,1.0,3.0,72.0,5.0,0.6761105806909984,0.15873030342296546
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,12,3,9,2,7,14,1.0,3.0,65.0,21.0,1.7301852835570881,0.594333370972621
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,3,4,8,8,0,0,1.0,2.8284271247461903,62.5,4.5,0.8210781952304473,0.15454680616866215
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,8,3,8,6,2,12,1.0,2.8284271247461903,68.5,26.5,1.0823602968194077,0.37559568257091364
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,24,2,8,2,6,12,1.0,2.8284271247461903,49.5,10.5,0.5355903632154894,0.27307782401628017
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,9,4,6,2,4,8,1.0,2.449489742783178,61.5,3.5,0.4394285576205613,0.23722022994101036
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,14,4,6,1,5,5,1.0,2.449489742783178,61.5,11.5,0.9878174143953496,0.24083961818809246
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,23,3,6,0,6,0,1.0,2.449489742783178,50.5,3.5,0.2865538284709687,0.21106582560762518
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,29,4,6,2,4,8,1.0,2.449489742783178,51.5,3.5,0.6196195253269409,0.25963242668161013
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,8,4,5,1,4,4,1.0,2.23606797749979,75.0,3.0,1.3612303371803773,0.5106685458764089
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,9,3,5,1,4,4,1.0,2.23606797749979,56.0,15.0,0.8235281705274007,0.1285970809238212
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,14,5,5,4,1,4,1.0,2.23606797749979,67.0,3.0,0.6662207964917368,0.25715479499253907
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,16,2,5,1,4,4,1.0,2.23606797749979,55.0,16.0,0.3817017261961767,0.3204466529177645
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,16,3,5,4,1,4,1.0,2.23606797749979,60.0,3.0,0.5592696375538906,0.23428198796980246
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,2,4,4,2,2,4,1.0,2.0,82.5,2.5,1.3309180077340648,0.6439757453846972
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,6,2,4,0,4,0,1.0,2.0,22.5,2.5,0.7059843616264672,0.2139520131112092
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,28,3,4,1,3,3,1.0,2.0,73.5,23.5,0.20756834601474208,0.08845412432047532
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,3,3,3,1,2,2,1.0,1.7320508075688772,57.0,17.0,0.21705578213273707,0.3052014739621279
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,5,4,3,3,0,0,1.0,1.7320508075688772,66.0,22.0,0.16575306708902374,0.02401927995831285
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,11,4,3,3,0,0,1.0,1.7320508075688772,67.0,19.0,1.0266408336529,0.3087083645174342
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,12,4,3,2,1,2,1.0,1.7320508075688772,71.0,2.0,0.3924064681157667,0.21639096221667284
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,23,2,3,1,2,2,1.0,1.7320508075688772,46.0,27.0,0.3749687961418338,0.3183693618758487
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,29,3,3,3,0,0,1.0,1.7320508075688772,47.0,13.0,0.2116378316146135,0.06876234215471744
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,10,2,1,1,0,0,1.0,1.0,60.0,33.0,0.0,0.0
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,20,5,1,1,0,0,1.0,1.0,71.0,1.0,0.0,0.0
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2030,1,24,3,1,0,1,0,1.0,1.0,54.0,1.0,0.0,0.0
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2026,2,2,4,14,2,12,24,1.0,3.7416573867739413,91.5,11.5,1.434569221840757,0.6365526328452942
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2026,2,13,4,14,4,10,40,1.0,3.7416573867739413,88.5,7.5,1.0051258375137506,0.5461541206534216
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2026,2,15,5,14,6,8,48,1.0,3.7416573867739413,98.5,7.5,0.6869097305602303,0.29031424080263923
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2026,2,18,5,14,2,12,24,1.0,3.7416573867739413,86.5,22.5,0.4994173365947155,0.28943642902886735
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2026,2,28,4,14,2,12,24,1.0,3.7416573867739413,92.5,17.5,1.0710078232256983,0.35654552824454794
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2026,2,8,4,13,4,9,36,1.0,3.605551275463989,84.0,12.0,0.9615292631551713,0.3587906008798059
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2026,2,11,5,13,10,3,30,1.0,3.605551275463989,85.0,17.0,0.5895131116836587,0.1265277694554145
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2026,2,26,3,13,0,13,0,1.0,3.605551275463989,81.0,23.0,0.7708000109336903,0.2988811065885915
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2026,2,12,4,12,3,9,27,1.0,3.4641016151377544,78.5,9.5,1.0586547221890084,0.20631809576063484
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2026,2,14,5,12,3,9,27,1.0,3.4641016151377544,75.5,11.5,0.6084754567566156,0.23056894446364917
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2026,2,20,5,12,1,11,11,1.0,3.4641016151377544,77.5,7.5,0.8423495756011624,0.28753615998489623
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2026,2,1,4,11,6,5,30,1.0,3.3166247903554,70.0,19.0,1.5859986092346188,0.4987413356422464
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2026,2,3,4,11,8,3,24,1.0,3.3166247903554,72.0,14.0,0.5528693266369245,0.2388294545368131
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2026,2,4,4,11,6,5,30,1.0,3.3166247903554,93.0,20.0,1.2869885775175012,0.35980059468781284
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2026,2,5,6,11,4,7,28,1.0,3.3166247903554,84.0,6.0,1.3080692866691348,0.16239979585427405
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2026,2,9,4,11,3,8,24,1.0,3.3166247903554,70.0,12.0,0.9359091650343256,0.39032622786382504
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2026,2,10,3,11,10,1,10,1.0,3.3166247903554,76.0,16.0,0.6728047268370971,0.3643021396074225
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2026,2,21,4,10,3,7,21,1.0,3.1622776601683795,91.5,5.5,0.5583079613587607,0.31963030441283613
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2026,2,22,4,10,2,8,16,1.0,3.1622776601683795,66.5,22.5,0.9826424612308955,0.412161620075989
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2026,2,27,4,10,3,7,21,1.0,3.1622776601683795,66.5,5.5,1.8567036789262932,0.3735225349441942
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2026,2,17,4,9,2,7,14,1.0,3.0,86.0,20.0,0.8770610041369888,0.406699450970854
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2026,2,23,3,9,1,8,8,1.0,3.0,58.0,11.0,0.24639448703129546,0.250824655778349
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2026,2,24,3,9,0,9,0,1.0,3.0,59.0,6.0,0.5426815360639545,0.20217315961382798
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2026,2,0,2,8,2,6,12,1.0,2.8284271247461903,91.5,49.5,0.6325789252331593,0.35953701623839124
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2026,2,7,4,8,2,6,12,1.0,2.8284271247461903,81.5,37.5,0.5600533659998589,0.16301936481765258
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2026,2,16,3,8,7,1,7,1.0,2.8284271247461903,66.5,9.5,0.9723974503526319,0.2727416721615332
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2026,2,19,4,8,2,6,12,1.0,2.8284271247461903,68.5,17.5,1.2306094922157564,0.4005270565320774
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2026,2,25,3,7,0,7,0,1.0,2.6457513110645907,65.0,4.0,3.5312963776173176,1.8044119406101746
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2026,2,0,3,6,4,2,8,1.0,2.449489742783178,98.5,3.5,1.0521988035555998,0.16587123251649244
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2026,2,7,5,5,0,5,0,1.0,2.23606797749979,88.0,3.0,0.42796059999856656,0.09951667654753625
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2026,2,29,5,5,2,3,6,1.0,2.23606797749979,61.0,3.0,0.4825806141209489,0.3974359761333643
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2026,2,4,5,4,4,0,0,1.0,2.0,100.5,2.5,0.6634553627635272,0.20982134243801281
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2026,2,6,2,4,0,4,0,1.0,2.0,26.5,6.5,0.8371602899003071,0.523591034589585
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2026,2,17,5,4,2,2,4,1.0,2.0,92.5,2.5,0.617068772910051,0.1840447287135557
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2026,2,21,3,4,1,3,3,1.0,2.0,84.5,23.5,0.1974207741516762,0.18974121688470244
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2026,2,29,4,4,1,3,3,1.0,2.0,56.5,8.5,4.532305597547154,2.2826791488926204
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2026,2,16,4,3,3,0,0,1.0,1.7320508075688772,72.0,2.0,0.5940715205835722,0.4878415269008789
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2026,2,19,5,3,0,3,0,1.0,1.7320508075688772,74.0,2.0,0.04203604387579812,0.39504749274738965
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2026,2,25,2,3,0,3,0,1.0,1.7320508075688772,60.0,20.0,0.5038637854193498,0.43396137170612836
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2026,2,5,5,2,0,2,0,1.0,1.4142135623730951,77.5,10.5,0.22426866202784668,0.0245584659799571
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2026,2,10,4,1,1,0,0,1.0,1.0,82.0,1.0,0.0,0.0
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2026,2,15,4,1,1,0,0,1.0,1.0,91.0,25.0,0.0,0.0
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2027,2,2,4,14,2,12,24,1.0,3.7416573867739413,91.5,11.5,1.200356635745902,0.6365526328452942
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2027,2,13,4,14,4,10,40,1.0,3.7416573867739413,88.5,7.5,0.8522837184337002,0.5461541206534216
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2027,2,15,5,14,6,8,48,1.0,3.7416573867739413,98.5,7.5,0.613762733025693,0.29031424080263923
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2027,2,18,5,14,2,12,24,1.0,3.7416573867739413,86.5,22.5,0.48526242575527684,0.28943642902886735
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2027,2,28,4,14,2,12,24,1.0,3.7416573867739413,92.5,17.5,0.9944460444176128,0.35654552824454794
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2027,2,8,4,13,4,9,36,1.0,3.605551275463989,84.0,12.0,0.8666980002338932,0.3587906008798059
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2027,2,11,5,13,10,3,30,1.0,3.605551275463989,85.0,17.0,0.46383575114949466,0.1265277694554145
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2027,2,26,3,13,0,13,0,1.0,3.605551275463989,81.0,23.0,0.7510560117321954,0.2988811065885915
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2027,2,12,4,12,3,9,27,1.0,3.4641016151377544,78.5,9.5,1.034310935632486,0.20631809576063484
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2027,2,14,5,12,3,9,27,1.0,3.4641016151377544,75.5,11.5,0.6057170939863277,0.23056894446364917
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2027,2,20,5,12,1,11,11,1.0,3.4641016151377544,77.5,7.5,0.7055638386373726,0.28753615998489623
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2027,2,1,4,11,6,5,30,1.0,3.3166247903554,70.0,19.0,1.3859022292208398,0.4987413356422464
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2027,2,3,4,11,8,3,24,1.0,3.3166247903554,72.0,14.0,0.46128717341460856,0.2388294545368131
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2027,2,4,4,11,6,5,30,1.0,3.3166247903554,93.0,20.0,1.1057525814572964,0.35980059468781284
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2027,2,5,6,11,4,7,28,1.0,3.3166247903554,84.0,6.0,0.8328699147472409,0.16239979585427405
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2027,2,9,4,11,3,8,24,1.0,3.3166247903554,70.0,12.0,1.4776250658020318,0.39032622786382504
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2027,2,10,3,11,10,1,10,1.0,3.3166247903554,76.0,16.0,0.7261035071055169,0.3643021396074225
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2027,2,21,4,10,3,7,21,1.0,3.1622776601683795,91.5,5.5,0.5625978494504478,0.31963030441283613
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2027,2,22,4,10,2,8,16,1.0,3.1622776601683795,66.5,22.5,0.758650882901095,0.412161620075989
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2027,2,27,4,10,3,7,21,1.0,3.1622776601683795,66.5,5.5,2.681015617566439,0.3735225349441942
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2027,2,17,4,9,2,7,14,1.0,3.0,86.0,20.0,0.7560136813135061,0.406699450970854
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2027,2,23,3,9,1,8,8,1.0,3.0,58.0,11.0,0.2708113801563383,0.250824655778349
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2027,2,24,3,9,0,9,0,1.0,3.0,59.0,6.0,0.5108602381495729,0.20217315961382798
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2027,2,0,2,8,2,6,12,1.0,2.8284271247461903,91.5,49.5,0.7013492619812596,0.35953701623839124
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2027,2,7,4,8,2,6,12,1.0,2.8284271247461903,81.5,37.5,0.5367866038944883,0.16301936481765258
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2027,2,16,3,8,7,1,7,1.0,2.8284271247461903,66.5,9.5,0.7656052583426062,0.2727416721615332
